label,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62,f63,f64,f65,f66,f67,f68,f69,f70,f71,f72,f73,f74,f75,f76,f77,f78,f79,f80,f81,f82,f83,f84,f85,f86,f87,f88,f89,f90,f91,f92,f93,f94,f95,f96,f97,f98,f99,f100,f101,f102,f103,f104,f105,f106,f107,f108,f109,f110,f111,f112,f113,f114,f115,f116,f117,f118,f119
happy,-669.66156,61.43802,-4.8592443,9.255873,9.666482,1.5763706,-4.4893384,-3.3910284,-9.198779,0.97884333,2.4182827,-4.354585,4.9125276,-0.7451752,-6.7295084,3.578448,-5.890843,-0.6591694,2.8367941,-3.2598073,-1.6330237,0.48369586,-1.8108587,0.979875,0.42815995,-0.80309993,1.3231227,1.1954026,-1.1779177,3.0493972,-0.7875852,-0.555311,-0.27124438,2.2056797,-1.0926923,2.5549335,-2.1213665,-0.7122165,-2.421396,-0.16132107,0.015956879,0.022779465,0.02332418,0.023949726,0.024326205,0.024149684,0.02323643,0.021581579,0.019360192,0.016874839,0.014463319,0.012400768,0.010822334,0.009693076,0.008830575,0.00797285,0.006867963,0.005354923,0.0034159878,0.0011780262,-0.0011274253,-0.0032345688,-0.0049191853,-0.0060563157,-0.0066427975,-0.0067822374,-0.0066377413,-0.006375607,-0.006114511,-0.0058998098,-0.005705949,-0.005465189,-0.0051065576,-0.004591577,-0.003929664,-0.003173253,-0.002391163,-0.0016348186,-0.0009103733,-0.00016984169,-0.0085983835,-0.012137427,-0.012059857,-0.011899142,-0.011624491,-0.011217576,-0.010685023,-0.010059812,-0.009392788,-0.008734803,-0.008118693,-0.007545517,-0.006983918,-0.006381566,-0.0056869527,-0.004872245,-0.0039497474,-0.002974142,-0.0020292788,-0.0012023923,-0.000555333,-0.000102216705,0.00019709152,0.00042490222,0.0006779117,0.0010326864,0.001516738,0.0020953258,0.0026798984,0.0031562308,0.003423498,0.0034309346,0.0031995694,0.0028200676,0.0024272343,0.0021573096,0.0021032498,0.0022818614,0.002625241,0.0029996545
happy,-651.048,57.563004,-1.7411028,9.842572,4.908754,3.7657185,-6.7649617,-5.689906,-9.988782,0.04829301,0.7345134,-3.9257417,5.29006,-3.0516973,-3.0899713,2.4775434,-7.536745,1.673999,0.005999334,-2.7327986,0.23926553,-0.7787697,-2.556861,1.2346851,-1.8552899,0.5409751,-0.39752313,-1.3833807,-0.2884804,0.44758978,-1.1023312,-0.7577021,-0.54397535,-1.152039,0.15110077,1.4280844,-1.9759821,0.7040995,-1.1413373,1.2798874,0.0041529983,0.0042716796,-8.8922665e-05,-0.005999869,-0.011814854,-0.015914818,-0.01717356,-0.015269115,-0.010743806,-0.0048085037,0.0010241725,0.005364873,0.007320666,0.0067247283,0.0041518067,0.00070504507,-0.00235828,-0.004027176,-0.0038269009,-0.0019213749,0.00097569975,0.003839719,0.005660306,0.005765659,0.0040417737,0.00096366514,-0.0025732396,-0.005548609,-0.007129391,-0.0069054635,-0.0049996325,-0.0020312842,0.0010628062,0.0033100387,0.0039985194,0.0028796196,0.00021309048,-0.0033407346,-0.006922702,-0.0097065335,-0.033227228,-0.044936106,-0.039373048,-0.031856984,-0.024331134,-0.018574579,-0.015836712,-0.0166025,-0.020439703,-0.02605189,-0.031680472,-0.035748675,-0.037396908,-0.03662929,-0.034111798,-0.03086752,-0.028013293,-0.026481336,-0.026684558,-0.028284969,-0.030300492,-0.03155627,-0.031192532,-0.028925246,-0.025023054,-0.020181501,-0.015403108,-0.011798176,-0.010222749,-0.010898702,-0.0132970605,-0.016393783,-0.019092316,-0.020526024,-0.020164479,-0.017868163,-0.013973247,-0.009286194,-0.0048380345,-0.0014792253
happy,-631.14124,57.264053,-3.2279646,10.197521,2.5498114,5.038961,-10.928356,-7.829517,-8.922241,-3.2470026,2.206862,-7.0593615,4.0116425,-3.4121816,-5.611326,3.0972793,-8.835993,-0.57706165,0.5405656,-3.331605,-0.9210146,-1.2964538,-3.431614,0.26917446,-1.8621404,0.5639708,-0.27837119,0.31315765,0.7426156,2.0988684,0.46644604,1.6856037,1.9583402,2.063706,1.1983888,3.7166193,0.26877636,1.5952141,-1.9112786,1.0683856,-0.047642633,-0.064453095,-0.0583167,-0.053543516,-0.051346567,-0.049428836,-0.046297953,-0.04331495,-0.04205865,-0.041765742,-0.040712386,-0.038825843,-0.03730129,-0.036254276,-0.034468796,-0.031515703,-0.028595513,-0.026746962,-0.02545571,-0.02394848,-0.022954904,-0.023857646,-0.026255328,-0.027576704,-0.025576876,-0.020620031,-0.015077326,-0.010843336,-0.007811341,-0.004549848,-0.00010334162,0.0048230393,0.008289102,0.008866469,0.0071468796,0.005305892,0.0048806905,0.0051555396,0.004138044,0.0010258674,-0.022306222,-0.032290027,-0.033272564,-0.032391276,-0.029409124,-0.026165508,-0.024333723,-0.023916759,-0.024109125,-0.024705255,-0.025965909,-0.0275656,-0.028502787,-0.028111445,-0.026625762,-0.024606243,-0.022249885,-0.019534387,-0.016698489,-0.014121418,-0.011766687,-0.009175548,-0.0062562805,-0.0038581463,-0.0031403762,-0.004213876,-0.0056899586,-0.0059794006,-0.0050674733,-0.0046012183,-0.0059455265,-0.008441413,-0.0100569725,-0.0096907765,-0.008279547,-0.007419241,-0.007383229,-0.0069782035,-0.005122638,-0.0020268038
happy,-562.68353,64.10116,-10.859942,11.806637,10.1684475,0.85149944,-11.124648,-4.3034534,-8.939945,0.16221951,1.29425,-9.206955,4.743096,-1.9091667,-5.582984,4.9035306,-6.4759636,-2.8305252,1.9442515,-3.2228506,-2.7753031,1.4895911,-3.429912,-1.8502191,0.20243055,0.5054853,0.28989455,0.011942099,-0.79062194,1.6858306,0.55652833,-1.3685576,-0.5524212,1.5069625,0.07391148,3.7318904,0.7173846,0.81149906,-2.703502,2.244656,0.020310031,0.027404843,0.023883209,0.019120347,0.014074719,0.009549108,0.00617889,0.004182226,0.0032008186,0.002589588,0.0018138012,0.0005357138,-0.0013954658,-0.0038300725,-0.0063664312,-0.008674364,-0.010627965,-0.012059294,-0.012651348,-0.012227299,-0.010914395,-0.008900102,-0.006294658,-0.0034054164,-0.0008918661,0.0005713365,0.00065916183,-0.00063146435,-0.0031018695,-0.006298731,-0.009591044,-0.012509346,-0.014923613,-0.016885832,-0.018537905,-0.020200823,-0.022228431,-0.024616353,-0.026961138,-0.028880306,-0.02131652,-0.029388748,-0.0273605,-0.024599541,-0.021631932,-0.018901207,-0.016795548,-0.015525137,-0.014997879,-0.0149176065,-0.014972374,-0.014904197,-0.014536215,-0.013842794,-0.012920555,-0.011835497,-0.0106002465,-0.009342527,-0.008348755,-0.007864338,-0.007970869,-0.0087093385,-0.01013954,-0.012144831,-0.014292112,-0.016005535,-0.016828075,-0.016505918,-0.01500171,-0.0125590125,-0.009670633,-0.006883994,-0.004644579,-0.0032574476,-0.0027986588,-0.002994096,-0.003339643,-0.0034340066,-0.0031299973,-0.0023993244
happy,-504.2662,61.040047,-7.166535,5.3226266,0.35251856,-0.16377136,-18.677563,-6.3440704,-11.451158,-6.6730947,-1.2451676,-10.430747,-2.3521745,-5.412257,-8.734301,-0.804685,-9.371796,-4.9639,-1.1098387,-1.885495,-5.58493,-0.7892244,-3.5614147,-3.7028143,-2.7353706,0.86693937,-1.2585244,3.4879642,2.5614524,4.4893746,1.7849965,3.4590302,2.6627803,3.0700185,2.0801437,4.4977245,1.1303434,2.2663836,0.07361174,4.3403773,-0.049671035,-0.03375439,0.021219963,0.03075111,0.025084447,0.04577102,0.06039564,0.03816639,0.013316663,0.011518214,0.0046984786,-0.019526998,-0.030819705,-0.022816302,-0.026645856,-0.047336247,-0.05684762,-0.0501335,-0.048980046,-0.056685988,-0.05635839,-0.046262152,-0.04178919,-0.047514204,-0.049869787,-0.037742957,-0.0190162,-0.010050109,-0.012039902,-0.011507619,-0.00484209,-0.0012117233,-0.00055688317,0.0037538048,0.0042865747,-0.005870194,-0.0106599955,0.000117500334,0.003694336,-0.0141410455,0.025883418,0.015989626,-0.011744106,-0.008133166,0.0037622869,-0.0058758017,-0.017039685,-0.007607132,0.004131138,0.0027782654,0.0036050007,0.012194442,0.010691771,-0.0021642663,-0.005785688,0.0037029998,0.010269665,0.008891496,0.0070648855,0.0049396222,-0.0014594092,-0.007628585,-0.006846988,-0.00043957162,0.0043997043,0.0013670208,-0.008670264,-0.016272308,-0.014936562,-0.010531123,-0.009954679,-0.009816438,-0.0065135816,-0.0036106561,-0.0016378612,0.0020080705,0.0015816536,-0.0075009298,-0.013751119,-0.0080924025
happy,-483.67783,43.239452,-8.646774,-1.020094,-9.270302,0.86474335,-20.33125,-9.877266,-11.6438875,-7.433737,-1.9223825,-9.906093,-2.8930554,-6.804755,-9.125087,-0.96980256,-10.802889,-0.96979153,0.023464829,-2.7645984,-2.8217318,-1.3465662,-3.3757355,-0.76413524,-3.0931804,4.590968,3.0860329,7.956117,7.2674766,7.7608523,2.9295897,1.1424645,-0.4933064,0.71630216,2.4271321,5.9196405,1.0988826,0.36240482,-1.438508,0.78608614,-0.2020129,0.031890355,0.044203263,-0.052190244,0.038746636,-0.009417795,0.038816042,-0.0006475021,0.064822905,0.040730298,-0.043699723,0.054969683,-0.027877545,0.02084611,0.029943373,-0.030287368,0.014311267,-0.018601004,-0.011519579,-0.006759054,-0.02726845,-0.023699027,-0.029311998,0.002312599,0.0046462654,-0.009327468,-0.01751688,-0.01609656,-0.010350856,-0.022597315,-0.036361814,-0.036433008,-0.013492627,-0.017218191,-0.04083816,-0.028922835,-0.011531381,-0.018289672,-0.02197716,-0.03779476,0.0928032,-0.043018375,-0.01607447,0.013662653,-0.0423322,0.012378399,-0.032834325,-0.001287012,-0.032093126,-0.024565792,0.03226725,-0.034142546,0.009135268,-0.019372761,-0.020570552,0.0030380813,-0.023029055,0.0020097382,-0.019199047,-0.0153627815,0.016693009,0.001759953,-0.0044950647,-0.01024008,0.00072325306,0.0061269472,-0.0051231314,-0.008007406,-0.006022116,-0.00870959,-0.0063454146,0.0010251668,-0.007356161,-0.011250903,0.004218472,0.005739799,-0.0024305307,0.003630979,0.0072496715,0.025631106
happy,-407.22812,70.51144,-14.421691,-0.5032501,-13.261064,0.20509875,-26.218796,-13.387794,-16.12682,-9.78923,-2.4184012,-12.969737,-5.0532537,-5.8708863,-14.061869,-0.26708835,-15.532304,-3.729894,-0.94399136,-9.508468,-8.291574,-2.918975,-6.1230664,-3.1425936,-5.3663473,2.3117552,-0.21745682,5.7044845,8.96687,11.471771,10.49572,7.666799,1.6926471,0.17215657,0.7114433,3.7480261,2.3152552,1.1857036,-2.3950517,1.1152487,-0.36115545,-0.16735211,-0.11318909,-0.40508232,-0.47442058,-0.16441557,0.13200308,0.2505102,0.22237295,-0.03426539,-0.09718934,0.08257267,-0.021977274,-0.021139948,-0.006647977,-0.024737393,-0.010218558,0.049207762,-0.058375478,0.04753081,0.10404479,-0.041430146,0.09566394,0.017341131,-0.0012175661,0.039116178,-0.012079721,-0.041885287,-0.07660225,-0.040108345,-0.042991456,0.0009965877,0.093084656,0.079090804,0.16568314,0.091714256,0.12672198,0.092232086,0.0462708,0.002860628,-2.3505533,-0.6080812,0.1391073,-0.18218023,-0.099172,0.0020126407,0.14064687,0.18929523,0.35246468,-0.03448417,-0.1332929,0.07969655,-0.038408063,0.06788331,0.10433303,-0.038979873,0.12006823,0.036868088,-0.07175162,0.088750854,0.044749785,-0.007681823,0.108673446,0.05378219,-0.012152775,0.060119722,-0.013180296,-0.07434523,-0.07477821,-0.057991482,-0.040096648,0.053331476,0.08930934,0.10029083,0.14769875,0.034582704,0.06358115,0.0050097443,-0.005431083,-0.027061908
sad,-715.08704,73.04636,16.80987,14.810087,11.212738,4.96883,0.10962019,-2.6812356,-0.9315579,1.7429631,3.455784,-0.9535787,3.3777173,1.7181412,0.36952513,4.6651707,-4.1512394,0.8328156,0.7484409,0.30184168,-1.5952095,-0.95622,-1.8168819,0.009156339,-2.3764236,1.3431536,-0.69357175,0.84373236,-0.093915,0.5129629,-0.8319105,0.603996,-1.347856,0.05151843,-1.1637381,0.2975606,-0.93061966,-1.0216035,-2.9205651,-1.8159517,0.0103165265,0.010166664,0.0026552028,-0.0019997745,-0.0029900786,-0.002455959,-0.0019610268,0.00095355045,0.0073369634,0.015866676,0.022555692,0.026479889,0.029439913,0.03273377,0.036725935,0.039017815,0.039236937,0.03821403,0.038233474,0.03924095,0.04000102,0.041299082,0.04076936,0.038920924,0.036437523,0.03242863,0.027821701,0.023613539,0.020831715,0.018497948,0.016491063,0.014603319,0.013506955,0.013553799,0.013405416,0.014573142,0.01832472,0.024377055,0.028941656,0.030603072,0.04133032,0.057840694,0.0560438,0.0511754,0.044206217,0.03724954,0.030066527,0.02295556,0.0156096015,0.009194795,0.0037289432,-0.0010559745,-0.0051931962,-0.008509461,-0.010428088,-0.011638926,-0.011574913,-0.011211166,-0.010185387,-0.008340045,-0.0071784747,-0.0064618075,-0.006674086,-0.0058032568,-0.0034604166,-0.0012156855,0.0002657988,0.0002593886,6.827441e-06,-0.000115884104,0.00016682025,0.00014362707,-0.00036097967,-6.063921e-05,0.0019739224,0.0052654846,0.006200569,0.005040007,0.0040250453,0.004387609
sad,-725.8035,72.587395,11.854309,14.323845,11.665647,4.856667,-5.94785,-5.322982,-1.6262292,0.7581806,1.5604739,-4.075786,3.6117845,3.1190145,-1.3447641,2.5223567,-4.788809,0.36276913,1.0358301,-0.93455935,-1.9053662,-0.4907804,-3.550316,0.14232202,-2.609496,1.6210309,-0.51733357,0.5356484,0.045708675,0.59505266,-0.0056578196,-0.4235068,-0.9714613,0.3437804,-0.22649732,1.4575762,-0.8547052,-0.8932953,-2.851363,-1.2011787,0.169728,0.17004943,0.14645386,0.14179642,0.13336706,0.12578909,0.12531692,0.1130327,0.09974491,0.09257939,0.08623667,0.091747396,0.08011056,0.069285184,0.069112875,0.074239686,0.059069227,0.053480946,0.04268501,0.03945711,0.036135517,0.03368991,0.038852267,0.0362353,0.031645425,0.02936416,0.02295487,0.027629033,0.028381983,0.03269635,0.033131655,0.02750461,0.016801639,0.020215256,0.015479241,0.013293375,0.0130754,0.01964773,0.012058208,0.0092485305,-0.054580487,-0.046960134,-0.037996087,-0.038160473,-0.035190027,-0.03578263,-0.030724488,-0.021672713,-0.020847365,-0.01673535,-0.011377667,-0.022908354,-0.02224293,-0.023259893,-0.026272316,-0.01844053,-0.011091397,-0.012692844,-0.011423701,-0.014009786,-0.012799838,0.0042786803,0.0023755739,-0.003360426,-0.008009311,-0.014299948,-0.009871734,-0.005109464,-0.0052830153,-0.015314933,-0.0036470804,-0.007859063,-0.008253867,-0.00044120994,-0.0025019965,-0.007534836,0.0004138004,0.0033333355,0.0003705983,-0.002153826
sad,-726.95374,69.18695,10.819095,12.027652,11.146479,4.227093,-3.0377607,-3.7431948,-0.7878613,0.0063197757,1.5453393,-1.5759898,3.2766187,0.22580615,-0.06592059,2.6884096,-4.1153173,0.8606523,1.0981855,0.6922277,-1.5111132,-1.5431043,-1.2370329,-0.70254517,-1.2392341,1.8623703,-1.5741302,1.7493697,0.6686429,1.2511086,-0.65131605,1.0473694,-0.6362851,-0.17761448,0.06698927,1.2980894,-1.4847766,-1.2891796,-2.9392025,-1.4208804,0.012886201,0.018598877,0.019630471,0.019785613,0.018157205,0.017365731,0.019306311,0.022088652,0.022915335,0.020404918,0.015155895,0.010385846,0.009238874,0.009601811,0.007644365,0.0054604895,0.0063206716,0.008782329,0.011494841,0.014258507,0.015121588,0.014110914,0.014867475,0.018491874,0.021314554,0.020907953,0.01838224,0.014962297,0.012020249,0.010344275,0.007920598,0.0041559497,0.0014974991,0.000443857,-0.00052505854,-0.0020607815,-0.004291016,-0.0068185506,-0.008039084,-0.007228157,0.035613835,0.048202526,0.043647703,0.039462864,0.036172893,0.032966323,0.028685173,0.022851823,0.016772587,0.012096175,0.00845443,0.0043000025,-0.00053302076,-0.00507425,-0.008310673,-0.009313093,-0.00902326,-0.009927097,-0.012153933,-0.013627879,-0.013582818,-0.012833706,-0.012133329,-0.011667618,-0.010909852,-0.008832018,-0.00572062,-0.003702128,-0.0037123454,-0.0044753896,-0.0047399173,-0.0038029132,-0.0020407103,-0.0015826576,-0.003367832,-0.005242541,-0.0050297407,-0.0032116054,-0.0015869023,-0.0011242909
sad,-683.17377,76.18963,10.990221,10.900849,8.145466,1.690307,-6.9981346,-7.248991,-4.701676,-0.35147908,-0.1182063,-4.700767,5.3397603,1.0246379,-1.4350982,2.5736907,-5.804412,-0.4897239,1.8711354,-2.784739,-2.16921,-1.1032127,-3.3265224,-1.7985798,-2.8639941,1.7803931,-1.9983507,-0.34679237,-0.78898895,0.7610065,-1.767669,-0.5284803,-2.9051797,-1.2152092,-0.45551968,1.0571873,-1.8309941,-2.2594764,-4.206462,-0.09875884,0.003946139,0.008716718,0.01578093,0.0217732,0.02326089,0.020906365,0.018209046,0.01798253,0.019977342,0.021604715,0.020647118,0.017232127,0.01342753,0.011156969,0.010441584,0.009391819,0.0058034896,-0.0009578279,-0.009210403,-0.015930539,-0.01879821,-0.017780991,-0.0149592385,-0.012699674,-0.011777396,-0.011175718,-0.00971866,-0.007855568,-0.0076805144,-0.010980324,-0.017107284,-0.022781568,-0.024209535,-0.019811044,-0.011316822,-0.0024457006,0.003614092,0.0058795917,0.0053252173,0.003340126,-0.012169331,-0.015848659,-0.012270404,-0.007702293,-0.0034286457,-0.00018149344,0.0020891062,0.003999681,0.006210187,0.00887822,0.011457301,0.013056674,0.013173627,0.012231381,0.011439323,0.012015389,0.014325143,0.017554276,0.02015537,0.02080247,0.01923537,0.016397124,0.013718773,0.01206816,0.011204423,0.010184963,0.00834318,0.0059691477,0.004129456,0.003818586,0.005135614,0.007081281,0.008088307,0.0069196117,0.0033691872,-0.0016499507,-0.006610577,-0.010075165,-0.011184075,-0.009820009
sad,-667.95526,70.04664,1.4230591,14.306317,8.451641,0.82107633,-6.757813,-5.542471,-4.0356994,-1.7290627,0.5244621,-3.8467906,5.0078354,-0.04982575,-1.1724797,5.577582,-5.666175,-0.49035257,1.7308245,-0.012712533,-0.26442096,-0.06980939,-1.1468246,-1.0422863,0.07580113,1.6497002,-2.5480707,1.6105484,-0.29566538,1.1301711,0.2700759,1.0878675,-3.040077,0.46938142,-0.95831877,-0.14741854,-0.23431714,-1.2413847,-2.316068,0.018583056,0.037163317,0.052294772,0.05159433,0.0506342,0.049520627,0.048210345,0.046596862,0.04467134,0.042592715,0.040590327,0.038792383,0.037147615,0.03551467,0.0338241,0.032149825,0.030619722,0.029261548,0.027947197,0.026493764,0.024826616,0.0230372,0.021280874,0.019617585,0.017956909,0.01616179,0.014205602,0.012223606,0.010408341,0.008854201,0.0075067603,0.0062626028,0.0051122215,0.004175982,0.0035930392,0.0033751375,0.0033735104,0.003394738,0.0033514635,0.0033020705,0.0033448432,-0.023976695,-0.033582963,-0.03278268,-0.031855665,-0.030980835,-0.029999364,-0.028592523,-0.026624754,-0.024306167,-0.022010153,-0.019932685,-0.017936535,-0.0157377,-0.01324305,-0.010696057,-0.008482067,-0.006788487,-0.0054616434,-0.00420138,-0.002894447,-0.001747662,-0.001086298,-0.0010216102,-0.0013228512,-0.0016225232,-0.0017472717,-0.0018441878,-0.002179455,-0.0028197088,-0.0035204384,-0.003936556,-0.0039414084,-0.0037353258,-0.0036352244,-0.0037626212,-0.0039401283,-0.0039006786,-0.0035906837,-0.0032599568,-0.0032458813
sad,-677.95807,60.66542,8.309715,15.885356,8.442338,2.6327078,-6.572647,-3.8216531,-0.5304309,-1.337576,1.083158,-2.3469512,2.5996008,-0.07307167,0.29735476,3.4854705,-4.52112,0.79591423,0.64260995,-1.1128738,-1.115397,-1.8763667,-1.7349309,-0.30176404,-1.329918,2.7579517,-0.774957,1.0866392,-0.69971716,1.3490776,-0.058970205,0.014013464,-2.6881022,1.4687611,0.5582933,1.0229498,0.62680554,-0.5698556,-2.4807253,-0.77875185,-0.00704828,-0.00997434,-0.009997975,-0.01003857,-0.010098757,-0.010181467,-0.010290586,-0.010430022,-0.0106040845,-0.010816787,-0.011072066,-0.0113729965,-0.011722044,-0.012120414,-0.012568421,-0.013064695,-0.013606599,-0.01419025,-0.014809872,-0.015458596,-0.016128294,-0.016809724,-0.01749276,-0.018166728,-0.018820476,-0.019443018,-0.020023266,-0.02055099,-0.02101637,-0.021410968,-0.02172718,-0.02195909,-0.022102196,-0.022153258,-0.02211117,-0.021976138,-0.021749726,-0.021435264,-0.021036882,-0.020560239,0.0040808693,0.005681648,0.0054160766,0.004981918,0.0043913703,0.0036612132,0.002811998,0.0018675786,0.000854294,-0.00019967972,-0.0012654325,-0.0023138598,-0.0033167542,-0.004247561,-0.005081995,-0.00579892,-0.006380711,-0.0068139806,-0.00708945,-0.007202544,-0.0071531236,-0.0069456915,-0.0065886886,-0.006094535,-0.0054789605,-0.0047605135,-0.003959848,-0.003099148,-0.0022013264,-0.0012894948,-0.00038606365,0.00048769542,0.0013122836,0.0020703431,0.002747339,0.003331539,0.003814299,0.0041901832,0.0044568838,0.0046151383
sad,-689.4689,68.44342,13.791333,8.670238,8.997079,2.9917107,-1.8213692,-3.427872,-3.4226608,-1.9626065,2.9366257,-2.4783285,5.4236593,1.4245411,-1.2979809,2.8117123,-4.5862584,0.47169203,1.3663591,-0.55801696,-3.2399902,-0.03354948,-1.2215407,-0.53840464,-0.8944005,1.2587218,-2.1962447,1.7668254,-0.088778146,0.87402284,-0.18600906,0.7942431,-1.574636,-0.26835495,-0.82142216,1.1953716,-1.0327905,-1.173977,-2.7775657,-1.4031589,-0.013310263,-0.018824799,-0.018729236,-0.018354703,-0.017633595,-0.01663012,-0.015410998,-0.01401248,-0.012558192,-0.011295136,-0.010390635,-0.009713996,-0.0089270305,-0.0078294175,-0.006545106,-0.005325458,-0.004255478,-0.0032660079,-0.0024005233,-0.0019020446,-0.0019363639,-0.0023161499,-0.0026473738,-0.0027588427,-0.0028656248,-0.0032464445,-0.0038570182,-0.0043850117,-0.0046493486,-0.004793876,-0.0050298157,-0.005311115,-0.0054066866,-0.0052615795,-0.005128103,-0.00526713,-0.005618657,-0.0058847717,-0.0059104227,-0.0058597275,-0.002152626,-0.0028162003,-0.0023934743,-0.002175906,-0.0021086228,-0.0017485946,-0.0008967282,0.00012403971,0.0009451958,0.0016744904,0.002678339,0.003930286,0.004896012,0.0051787635,0.0050372863,0.005032665,0.005281871,0.00535842,0.0049611675,0.0043770056,0.0040644095,0.003959943,0.0035292613,0.0025280144,0.0014037796,0.0007467503,0.0005274007,0.0001640824,-0.0006887386,-0.0017283486,-0.0025019809,-0.0030600184,-0.0038213176,-0.004863845,-0.005687246,-0.005818714,-0.0054325373,-0.0051287757,-0.0051898686,-0.0053302264
sad,-720.6564,62.024548,18.90057,16.560461,13.295683,5.306736,0.6415808,-1.1384157,-0.40361527,-1.1142806,2.3802698,-1.3499368,3.2912917,0.888769,-0.72255087,1.7889112,-4.2933154,0.88471913,1.764384,-0.6768941,-3.5687392,-1.341557,-2.8813574,-1.2338585,-1.8488407,-0.13208199,-2.1180367,0.8547275,0.43073374,0.76311755,1.2757237,0.75371957,-0.5819166,0.09663568,0.028647713,1.9739891,-0.9998487,-0.8555819,-3.1501293,-1.8945903,-0.03598354,-0.047962658,-0.043525364,-0.04157774,-0.040032886,-0.03639067,-0.02955998,-0.022325557,-0.018707482,-0.01632591,-0.011964328,-0.0068146666,-0.00236382,-0.0008426723,-0.0023675656,-0.0025181011,-0.0009283397,-0.00090661086,-0.0023836226,-0.003978743,-0.0036950319,-0.0010731168,-0.00066189835,-0.003520772,-0.0045980234,-0.001793166,0.0030687305,0.0063264873,0.0055548763,0.0047415416,0.006869613,0.008376139,0.0076493593,0.0061391955,0.0047859247,0.004868568,0.0049458896,0.002863656,0.0005336637,-0.0005572568,-0.037907995,-0.052288484,-0.05001472,-0.047461122,-0.04404352,-0.041275393,-0.038704325,-0.034880716,-0.03029555,-0.024973864,-0.02067617,-0.019349031,-0.01799339,-0.01477732,-0.011811851,-0.0097654285,-0.008763555,-0.008283279,-0.0067240032,-0.0054738848,-0.005246585,-0.0038722693,-0.0020286643,-0.0009303231,0.00011350107,0.00033985014,0.000107436834,0.00068819046,0.0010137465,0.0010539738,0.0009004076,-0.0007761088,-0.002305512,-0.0024079792,-0.0031705222,-0.0046575083,-0.0059037544,-0.006984801,-0.007258265,-0.0077244793
angry,-584.3579,66.35845,-5.0250173,13.70517,4.3815236,-3.1918356,-3.076443,-4.9938517,-11.564353,-2.813188,-2.5160937,-5.436832,6.7869153,-4.1779857,0.15242814,1.5159358,-7.1650386,-2.4911082,-1.1244844,0.4619894,-2.2830198,-0.052902177,-1.8103961,-1.4696531,-3.3935795,-0.28105703,-2.3163114,1.1100681,-1.2349619,1.3414301,-1.0854408,-0.082409956,-1.9289566,0.2811005,-1.8892467,1.3621129,-0.74403304,-0.51117975,-2.9456408,-1.0370226,0.05315755,0.007991123,-0.00239394,0.06300195,0.018547164,0.006604371,0.044163883,0.008857001,0.019956546,0.04132194,-0.0074665495,0.015565639,0.044718094,-0.006993789,0.0026656943,0.03256245,0.0038410863,0.0044476683,0.010761512,0.0023645463,0.01791737,0.0024351373,-0.010640201,0.020854032,0.008887941,-0.014497991,0.009793607,0.010196265,-0.004805979,0.0026418285,-0.00022160381,0.0016610199,0.0066768765,-0.008065432,-0.003262029,0.009375146,-0.005040076,-0.008365768,0.002644926,-0.0006540003,0.035359897,0.014135812,0.008436134,0.043215938,0.019555528,0.012945524,0.032491237,0.013562089,0.019548418,0.030317945,0.0035969878,0.016138693,0.03153576,0.002726326,0.0077022524,0.024096264,0.0077552754,0.0072554615,0.011006977,0.0061224783,0.013594029,0.005213079,-0.002078063,0.014385961,0.007891416,-0.0052758968,0.0073225335,0.007933589,-0.0006034917,0.0024440961,0.0012777043,0.0024866534,0.0042076316,-0.0039770845,-0.001022153,0.005449972,-0.0027397294,-0.004746616,0.0011225011,-0.00048290534
